Customer Age,Gender,Education Level,Marital Status,Months on book,Credit Limit,Total Trans Amt,Total Trans Count,Minimum income,Max income
48,M,Graduate,Married,37,13197,8424,84,60000,80000
47,M,College,Single,39,22599,4739,55,60000,80000
43,M,Uneducated,Married,31,23457,7370,96,60000,80000
40,M,High School,Unknown,26,5238,7321,73,80000,120000
41,M,Graduate,Single,33,31560,7641,93,80000,120000
46,F,High School,Single,36,6218,7689,84,0,40000
47,M,High School,Divorced,42,34516,7774,95,0,0
44,M,Graduate,Unknown,36,29572,7566,88,60000,80000
52,F,Graduate,Unknown,40,2743,6993,97,0,40000
39,M,Uneducated,Single,31,2844,7345,73,80000,120000
53,F,High School,Single,49,9678,7682,90,0,40000
49,M,Unknown,Married,36,26882,7409,89,80000,120000
52,F,Post-Graduate,Married,40,5207,7153,84,0,40000
46,M,High School,Divorced,36,15034,7737,84,40000,60000
44,F,Graduate,Divorced,36,3107,7535,87,40000,60000
52,F,High School,Single,39,12214,8426,105,40000,60000
52,M,Graduate,Married,45,23070,8070,81,80000,120000
50,F,Graduate,Single,40,2167,7199,83,0,40000
55,M,High School,Single,49,34516,7917,95,80000,120000
45,M,Unknown,Married,38,6895,8778,85,60000,80000
44,M,Doctorate,Married,38,25894,4847,49,80000,120000
46,F,Graduate,Single,36,3138,4724,56,0,40000
49,M,Uneducated,Single,38,12055,7222,93,120000,120000
53,F,College,Single,38,16592,7642,89,0,0
60,F,Doctorate,Single,48,34516,7443,98,0,0
47,M,Post-Graduate,Unknown,38,33184,7190,93,0,0
54,F,Graduate,Single,41,10753,7302,80,40000,60000
39,M,Post-Graduate,Unknown,29,9959,8505,86,80000,120000
46,F,Uneducated,Married,35,2069,7307,82,0,40000
43,F,College,Married,34,11362,7849,88,0,40000
53,M,High School,Divorced,36,34516,7919,85,120000,120000
44,M,Graduate,Married,32,20001,8094,96,60000,80000
48,M,High School,Married,42,8786,8575,92,40000,60000
41,M,Uneducated,Single,28,7142,7892,83,80000,120000
45,F,Post-Graduate,Single,36,4477,4996,55,0,40000
41,F,Unknown,Unknown,30,5357,7730,97,40000,60000
51,M,College,Married,38,34516,7686,89,80000,120000
44,M,Post-Graduate,Single,36,2367,4506,59,80000,120000
39,M,Uneducated,Single,29,23402,7570,98,60000,80000
40,M,Doctorate,Unknown,36,4587,7479,83,0,40000
41,M,Graduate,Married,36,6565,7729,97,120000,120000
46,F,Unknown,Married,27,6030,4983,62,0,0
50,M,High School,Single,41,6982,4830,50,120000,120000
50,M,Uneducated,Married,36,5128,7588,98,0,40000
48,M,Unknown,Unknown,28,9405,4801,47,60000,80000
49,M,Graduate,Married,39,34516,7734,74,80000,120000
49,M,Graduate,Married,40,14646,8160,92,120000,120000
41,M,Graduate,Married,37,12578,8362,82,80000,120000
36,F,Uneducated,Unknown,16,4370,7223,90,40000,60000
52,F,High School,Single,42,3416,8254,75,40000,60000
42,M,Graduate,Married,33,6224,7612,82,60000,80000
49,F,College,Married,38,10741,8352,71,0,40000
41,M,Graduate,Single,36,34516,4822,57,60000,80000
50,M,Unknown,Unknown,45,34516,7333,72,120000,120000
53,F,Graduate,Single,43,6058,4754,60,40000,60000
49,M,Uneducated,Married,39,8561,7341,79,80000,120000
46,M,Unknown,Single,34,9959,4859,64,80000,120000
51,F,High School,Single,36,7645,7710,75,0,40000
51,M,Uneducated,Single,42,1922,8049,76,60000,80000
51,F,High School,Married,33,5625,7890,75,0,40000
54,F,College,Single,36,2274,7735,74,0,40000
46,M,Doctorate,Divorced,31,34516,7936,101,120000,120000
43,M,Post-Graduate,Married,36,9422,4633,58,40000,60000
48,F,Post-Graduate,Married,37,7469,8213,86,0,0
43,F,Unknown,Single,36,3849,7930,90,0,40000
41,M,High School,Married,32,34516,4734,57,120000,120000
49,M,Uneducated,Married,45,4778,7590,74,80000,120000
51,F,High School,Single,39,34516,7703,104,0,0
47,F,Uneducated,Unknown,42,5168,8211,80,40000,60000
53,F,High School,Single,46,3199,4805,59,0,40000
55,F,Graduate,Single,42,21046,7653,95,0,0
51,M,Graduate,Married,39,34516,7111,82,120000,120000
40,F,Unknown,Married,36,6540,7919,88,0,40000
60,F,High School,Single,54,8141,5043,53,0,40000
40,F,Graduate,Married,24,33441,8452,83,0,0
46,F,Graduate,Unknown,36,5496,7985,93,0,0
42,F,Graduate,Married,33,3794,7872,80,0,40000
46,F,Graduate,Single,36,5785,7950,86,0,40000
51,F,Uneducated,Married,39,19387,7604,87,0,0
43,F,Unknown,Single,28,2838,8644,87,0,0
41,F,College,Married,31,4086,7932,87,0,40000
47,M,Uneducated,Married,38,31987,7926,83,80000,120000
43,M,Post-Graduate,Single,25,9043,4638,48,40000,60000
47,F,Graduate,Single,40,11128,8526,93,0,40000
51,M,Graduate,Single,41,3062,7289,75,40000,60000
44,F,Unknown,Unknown,31,23981,7885,86,40000,60000
44,M,Graduate,Married,29,34516,7665,86,80000,120000
39,F,Unknown,Single,26,22054,8055,82,40000,60000
53,F,Graduate,Unknown,35,2199,7342,86,0,40000
45,M,Uneducated,Unknown,33,9303,7825,87,80000,120000
47,M,Unknown,Single,38,34516,7283,89,120000,120000
40,M,High School,Divorced,32,7566,7570,88,40000,60000
50,F,Uneducated,Married,34,11343,8027,94,0,0
47,F,Uneducated,Married,35,15155,7724,79,0,0
55,M,Unknown,Single,46,10795,7855,81,80000,120000
44,F,High School,Married,36,6633,8396,106,0,40000
54,F,Graduate,Single,48,8572,7850,94,0,0
40,M,Unknown,Married,36,34516,7635,75,80000,120000
50,M,Graduate,Married,42,34516,8186,85,80000,120000
49,M,Post-Graduate,Single,42,14895,5147,53,60000,80000
49,F,Graduate,Single,36,2636,7136,82,0,40000
39,F,Uneducated,Unknown,31,9511,7041,95,0,40000
43,M,High School,Single,30,10896,4935,58,120000,120000
43,F,High School,Married,35,8401,7697,98,0,40000
45,F,Graduate,Divorced,36,12406,8113,90,0,0
47,F,College,Divorced,36,6769,4885,54,0,0
45,F,College,Married,36,2737,7587,80,0,40000
34,F,Graduate,Unknown,16,32292,7564,76,0,0
52,M,Uneducated,Married,43,34516,7512,81,120000,120000
33,F,Doctorate,Unknown,24,15987,8302,81,0,40000
43,M,Unknown,Married,33,34516,4805,54,60000,80000
42,M,College,Married,27,2437,8028,77,40000,60000
49,M,Graduate,Single,36,4557,7333,91,80000,120000
55,M,Uneducated,Single,36,10949,7685,91,40000,60000
39,F,Graduate,Unknown,30,10398,7702,81,0,40000
40,F,College,Single,28,22361,7586,94,40000,60000
46,M,Unknown,Single,34,3841,8444,81,80000,120000
46,M,College,Single,32,34516,7594,69,80000,120000
58,M,College,Single,45,34516,4864,48,120000,120000
44,F,Graduate,Married,26,10877,7974,90,0,40000
42,M,Unknown,Married,26,5848,8417,95,40000,60000
50,M,Unknown,Married,32,11552,7180,96,60000,80000
46,M,Graduate,Married,39,11901,7998,82,80000,120000
37,M,High School,Unknown,19,2273,7899,79,80000,120000
57,F,Graduate,Unknown,36,3082,7787,89,0,40000
52,M,Graduate,Single,41,9298,8427,87,40000,60000
62,F,Post-Graduate,Single,53,4136,7739,97,40000,60000
45,M,High School,Unknown,25,12399,7855,82,60000,80000
57,M,High School,Single,45,15030,7603,81,80000,120000
44,F,Graduate,Married,40,6441,7123,94,0,40000
42,F,Unknown,Married,36,7469,8281,80,0,0
40,F,Unknown,Single,36,3569,7963,85,0,40000
47,M,Graduate,Unknown,43,2781,9331,93,0,40000
51,M,Post-Graduate,Married,31,34516,7520,79,120000,120000
45,F,High School,Married,33,4174,7905,86,0,40000
50,M,Unknown,Married,43,23223,7358,87,60000,80000
46,M,Graduate,Married,27,6954,7510,89,0,40000
47,F,Unknown,Single,36,7136,7729,86,0,40000
43,F,High School,Single,38,1820,7714,91,0,40000
52,M,Uneducated,Married,36,2937,8235,102,40000,60000
46,F,High School,Single,36,6636,7023,86,0,40000
41,M,Graduate,Married,31,31497,7685,92,60000,80000
52,M,High School,Married,34,34516,4863,56,120000,120000
52,F,High School,Married,35,1959,7847,65,0,40000
51,M,Post-Graduate,Married,37,34516,4810,55,80000,120000
49,M,Graduate,Single,42,7801,7561,91,60000,80000
55,M,College,Single,44,6455,8001,99,120000,120000
46,M,Graduate,Divorced,37,11343,8313,107,40000,60000
43,M,Post-Graduate,Married,31,23981,4758,65,40000,60000
46,F,Unknown,Single,33,2879,4684,56,0,40000
49,M,High School,Married,40,7667,7886,94,80000,120000
41,M,Uneducated,Single,24,34516,8202,88,120000,120000
37,M,High School,Single,36,6713,7946,85,80000,120000
51,M,Uneducated,Married,40,10984,7850,85,120000,120000
50,M,Doctorate,Married,39,34516,8087,86,120000,120000
57,M,Uneducated,Single,36,23058,7009,82,60000,80000
40,M,Uneducated,Married,36,17606,8104,83,120000,120000
52,M,College,Married,47,34516,7690,87,120000,120000
45,F,High School,Divorced,36,18000,7149,86,40000,60000
48,F,College,Married,41,5550,6984,85,0,40000
39,F,High School,Single,33,1621,7400,86,0,40000
49,F,College,Married,36,3244,7495,97,0,40000
45,M,Unknown,Married,27,5800,8202,89,40000,60000
43,F,Graduate,Married,38,2550,8063,72,0,40000
45,M,Graduate,Divorced,31,34516,7167,91,60000,80000
38,M,High School,Single,30,10874,4619,59,120000,120000
54,M,College,Single,47,13769,4738,53,80000,120000
39,M,Graduate,Divorced,23,17894,4691,63,40000,60000
49,F,Graduate,Married,38,15016,7685,84,0,40000
45,M,Graduate,Single,38,9036,8356,79,120000,120000
54,M,High School,Single,36,12813,7803,81,80000,120000
40,F,Doctorate,Married,29,4660,8571,84,0,40000
49,M,College,Married,35,34516,8095,81,60000,80000
48,M,Post-Graduate,Single,38,13174,4890,49,80000,120000
43,M,Graduate,Single,36,11210,7206,86,0,0
42,M,Graduate,Single,36,31639,7119,86,120000,120000
49,M,High School,Married,36,34516,7788,94,120000,120000
43,M,Uneducated,Single,36,34516,7360,82,120000,120000
44,F,Unknown,Married,34,2490,8065,88,0,40000
45,M,High School,Unknown,34,26438,8029,81,80000,120000
38,F,Graduate,Single,29,7504,7525,100,0,40000
44,M,Uneducated,Married,33,34516,7412,84,120000,120000
45,M,Graduate,Single,34,34516,7281,95,120000,120000
51,F,College,Married,32,15048,7592,96,0,0
41,M,Graduate,Single,29,9357,7971,84,80000,120000
51,M,Unknown,Married,45,11548,7781,72,60000,80000
56,F,Uneducated,Single,39,8767,8066,79,0,40000
42,M,Unknown,Single,33,5306,7437,94,40000,60000
52,F,Graduate,Single,41,3608,4907,53,0,0
49,F,Uneducated,Married,37,15987,7395,100,0,40000
50,M,Graduate,Single,42,31782,4800,53,120000,120000
42,M,Graduate,Married,32,34516,7168,88,120000,120000
45,F,Doctorate,Married,36,19107,8987,89,40000,60000
50,M,Unknown,Married,45,34516,7223,87,80000,120000
41,M,Post-Graduate,Married,36,21751,8332,102,80000,120000
44,F,College,Single,32,7926,7677,87,0,40000
51,M,Unknown,Single,46,34516,4615,49,120000,120000
48,M,Graduate,Married,36,27984,8147,81,80000,120000
40,M,Uneducated,Divorced,30,24499,7667,84,60000,80000
49,M,High School,Single,39,2221,8618,98,80000,120000
43,M,Graduate,Single,35,5858,7916,82,80000,120000
51,M,Uneducated,Single,37,27318,7481,96,80000,120000
44,F,High School,Single,36,9766,7605,101,0,0
59,M,Graduate,Single,36,26692,8780,86,60000,80000
49,M,Graduate,Single,45,34516,7711,80,60000,80000
38,M,College,Single,26,14938,7385,90,120000,120000
52,M,Graduate,Married,41,33256,7796,97,80000,120000
49,M,Graduate,Single,36,34516,7962,99,120000,120000
47,M,Graduate,Single,35,5791,7823,93,40000,60000
51,F,High School,Single,36,2319,7558,85,0,0
46,M,Uneducated,Married,36,17698,8056,95,80000,120000
52,M,College,Single,41,34516,7707,99,80000,120000
57,F,Graduate,Single,36,6482,7544,101,0,40000
40,M,Unknown,Single,30,18975,4803,65,60000,80000
44,M,Graduate,Divorced,34,34516,8450,90,60000,80000
47,M,Unknown,Single,36,2479,8042,85,40000,60000
41,F,Graduate,Unknown,36,4941,7631,91,0,40000
42,M,Post-Graduate,Single,36,34516,7485,90,60000,80000
44,F,Uneducated,Married,33,8230,7736,84,0,0
44,M,Unknown,Married,34,22226,8753,97,40000,60000
47,M,Uneducated,Single,29,28852,7432,90,120000,120000
36,M,Unknown,Unknown,36,6893,4782,50,40000,60000
45,M,Graduate,Married,35,7653,7508,93,60000,80000
50,M,High School,Unknown,31,26840,7969,93,80000,120000
41,M,High School,Divorced,32,4549,8642,85,60000,80000
55,M,High School,Divorced,46,16828,4939,63,120000,120000
45,M,College,Single,31,6530,8904,101,40000,60000
40,F,Post-Graduate,Single,28,11642,9137,92,40000,60000
43,M,College,Single,34,5390,7739,106,80000,120000
49,F,Graduate,Married,43,7037,7678,93,0,40000
47,M,College,Married,34,8390,8316,92,0,40000
49,M,Unknown,Single,45,2122,7404,103,60000,80000
43,M,High School,Married,35,3442,7801,74,40000,60000
44,F,Uneducated,Married,36,6680,7632,95,0,40000
42,F,Graduate,Single,36,34516,8657,98,0,0
44,F,High School,Married,32,7244,7925,90,40000,60000
52,M,Graduate,Married,37,34516,7745,82,80000,120000
42,M,Post-Graduate,Married,27,2476,4659,48,60000,80000
40,F,Graduate,Married,30,2019,8426,102,0,40000
54,F,Unknown,Divorced,36,8758,7680,89,0,40000
62,M,Graduate,Divorced,56,6103,8080,92,60000,80000
52,F,Graduate,Single,36,2166,8215,109,0,40000
50,F,Doctorate,Single,40,3449,8300,94,0,40000
51,F,Graduate,Divorced,36,2984,8296,91,0,40000
54,F,Graduate,Single,48,13432,4909,50,0,40000
39,F,Unknown,Married,36,10830,8814,88,40000,60000
50,M,Post-Graduate,Unknown,38,2673,4929,54,80000,120000
46,M,College,Married,40,34516,7552,87,120000,120000
45,M,Uneducated,Single,32,20633,7570,91,60000,80000
61,M,Graduate,Single,54,9070,8440,102,0,0
51,M,Unknown,Unknown,44,11954,7345,93,120000,120000
50,M,Graduate,Married,45,34516,7755,84,80000,120000
48,M,College,Divorced,40,4479,4520,63,80000,120000
50,M,High School,Married,35,3968,12535,118,0,40000
58,F,Uneducated,Single,44,2599,8061,98,0,0
46,M,College,Divorced,37,10074,8256,99,60000,80000
46,F,High School,Married,42,10901,7498,90,40000,60000
42,F,Unknown,Single,30,8325,8198,90,0,40000
38,M,Unknown,Single,36,34516,8872,86,80000,120000
40,M,Post-Graduate,Single,26,34516,6453,89,120000,120000
43,M,Graduate,Single,36,7196,8689,93,80000,120000
48,M,Graduate,Married,36,34516,7396,100,60000,80000
38,M,Uneducated,Single,22,34516,8871,97,80000,120000
46,M,High School,Married,42,32926,8231,98,120000,120000
44,M,Uneducated,Unknown,40,18072,8199,98,40000,60000
50,M,Unknown,Single,38,24533,8436,77,80000,120000
39,M,College,Unknown,32,4874,7776,98,40000,60000
50,M,College,Unknown,42,12889,8272,79,60000,80000
41,F,Graduate,Married,31,7531,7768,92,0,40000
49,F,Graduate,Divorced,37,1838,7688,93,0,40000
42,M,Graduate,Married,36,30117,7930,91,80000,120000
46,M,Uneducated,Single,35,5131,7432,92,60000,80000
44,M,Graduate,Single,36,34516,7640,87,80000,120000
53,M,Graduate,Single,45,24262,8241,105,80000,120000
51,M,College,Single,33,34516,7854,89,80000,120000
38,F,College,Unknown,32,7385,5070,50,0,40000
50,M,Graduate,Married,37,20708,8503,88,60000,80000
47,F,Graduate,Married,36,14057,4729,54,0,40000
38,M,Uneducated,Unknown,36,34516,9389,106,80000,120000
45,M,High School,Married,36,17072,8591,99,60000,80000
52,M,High School,Single,46,25737,7722,94,80000,120000
44,F,Unknown,Single,33,2211,7527,88,0,40000
35,F,High School,Unknown,26,16950,7821,97,0,0
44,M,Graduate,Married,24,15043,7234,83,60000,80000
40,M,Graduate,Single,30,29338,4983,40,80000,120000
57,M,Graduate,Single,52,25808,7794,94,120000,120000
43,F,Unknown,Married,30,2248,7739,101,0,40000
45,F,Uneducated,Divorced,27,3670,8608,100,40000,60000
44,F,Graduate,Single,17,8861,8387,102,0,40000
47,M,Graduate,Married,42,34516,8212,100,120000,120000
50,M,Unknown,Married,36,8014,6950,84,60000,80000
44,F,Unknown,Married,39,2771,8268,73,0,40000
51,M,Graduate,Married,36,34516,8652,98,120000,120000
45,F,High School,Married,40,8383,5460,63,0,0
44,F,Unknown,Single,30,15365,7890,91,0,40000
48,F,High School,Married,30,2913,4955,56,0,40000
40,F,Uneducated,Single,34,4748,7288,88,0,40000
50,M,Graduate,Single,35,34516,7745,83,80000,120000
38,F,College,Unknown,32,2609,8677,96,0,40000
43,F,College,Single,32,11508,5242,74,40000,60000
45,F,Graduate,Unknown,38,2396,7480,84,0,40000
49,M,Uneducated,Married,38,18991,7716,83,120000,120000
44,M,High School,Married,36,10908,4883,42,80000,120000
53,M,Graduate,Unknown,48,14627,7766,82,40000,60000
46,M,Post-Graduate,Married,36,2219,8686,91,40000,60000
56,M,Graduate,Single,46,25736,7209,91,80000,120000
63,M,Uneducated,Single,36,7997,7747,104,60000,80000
40,M,Graduate,Single,36,2849,8669,99,40000,60000
45,M,Graduate,Married,40,29227,8420,100,80000,120000
52,M,Doctorate,Married,44,34516,8604,108,120000,120000
50,M,Uneducated,Married,43,12458,8752,95,40000,60000
62,M,High School,Single,46,7547,5294,73,60000,80000
44,M,Unknown,Married,36,34516,5425,60,120000,120000
45,F,Graduate,Married,40,10677,8637,94,0,40000
53,M,Uneducated,Unknown,47,2340,8851,88,80000,120000
38,F,High School,Single,26,23981,7872,103,40000,60000
44,F,Doctorate,Married,30,6329,8514,109,40000,60000
42,M,Uneducated,Married,37,4960,8218,88,40000,60000
44,M,High School,Unknown,39,34516,7491,86,60000,80000
55,F,College,Single,35,15987,7345,98,0,40000
52,F,Uneducated,Single,36,3244,8087,95,0,40000
48,M,Graduate,Married,37,7298,7973,88,60000,80000
48,M,Graduate,Married,40,28307,9042,122,80000,120000
47,M,Graduate,Married,42,2430,8444,100,40000,60000
49,M,Graduate,Married,29,7650,8609,109,120000,120000
47,F,College,Divorced,41,6443,9277,92,40000,60000
47,M,Uneducated,Married,41,13356,8963,105,80000,120000
56,M,Graduate,Single,51,4675,8037,100,120000,120000
61,M,Uneducated,Single,52,2177,7037,82,40000,60000
45,M,Doctorate,Single,36,34516,8007,96,120000,120000
49,F,Graduate,Married,39,2821,8220,103,0,40000
44,F,Uneducated,Married,36,6769,7986,88,0,40000
50,M,Post-Graduate,Unknown,36,34516,5547,75,80000,120000
51,M,High School,Married,43,30172,8879,101,120000,120000
44,F,Uneducated,Single,36,7742,9081,100,0,40000
46,M,Unknown,Single,35,11814,9185,100,80000,120000
41,M,Unknown,Married,32,28687,7523,90,80000,120000
51,M,Graduate,Married,33,25653,8305,103,60000,80000
52,F,Graduate,Single,40,4705,8226,97,40000,60000
39,M,High School,Married,27,19150,8327,85,80000,120000
38,M,High School,Single,18,34516,7885,85,60000,80000
51,M,Graduate,Married,46,11765,8914,99,80000,120000
41,M,High School,Divorced,28,16627,7996,99,80000,120000
43,M,Post-Graduate,Married,34,13553,8751,94,60000,80000
40,M,High School,Married,28,11476,8110,113,60000,80000
58,M,Uneducated,Single,54,5182,7960,112,80000,120000
44,M,Post-Graduate,Married,34,23026,4909,52,60000,80000
48,M,Graduate,Married,37,18477,8695,95,60000,80000
49,M,Unknown,Married,38,29890,3315,47,80000,120000
48,M,Unknown,Unknown,36,8290,8980,93,60000,80000
44,M,College,Married,36,16199,8150,106,40000,60000
54,F,Unknown,Single,36,3723,8554,99,0,0
45,M,Graduate,Single,32,12695,8328,94,0,40000
54,F,Graduate,Single,38,34516,3901,54,0,0
46,M,Unknown,Married,39,30379,9059,100,60000,80000
37,F,Graduate,Single,25,9875,8920,105,40000,60000
41,M,Unknown,Married,26,34516,8888,104,60000,80000
43,M,High School,Married,37,2600,8804,111,60000,80000
39,M,Unknown,Single,33,34516,9179,113,80000,120000
61,M,Post-Graduate,Single,43,12218,5272,62,60000,80000
51,M,Uneducated,Married,37,34516,8736,97,80000,120000
48,F,Uneducated,Divorced,39,21754,9105,104,40000,60000
46,M,Uneducated,Single,35,8396,8329,101,60000,80000
39,F,Unknown,Single,35,15987,8438,92,0,40000
55,F,Graduate,Single,49,12094,8285,106,0,40000
44,M,High School,Single,36,2946,8553,88,60000,80000
48,M,Uneducated,Single,40,17812,8379,106,40000,60000
46,F,College,Single,41,13743,9406,106,40000,60000
39,F,Unknown,Single,36,23981,8646,97,40000,60000
45,F,Uneducated,Divorced,40,15785,8097,105,40000,60000
43,F,Graduate,Single,32,3015,5372,75,0,40000
40,F,High School,Married,34,19000,8443,97,40000,60000
49,M,High School,Married,39,11714,5366,68,120000,120000
39,F,Unknown,Single,29,11135,8777,112,40000,60000
47,M,College,Married,35,34516,8582,106,60000,80000
42,M,Graduate,Single,38,34516,8502,103,80000,120000
44,F,Unknown,Divorced,34,13259,8998,102,0,40000
47,M,College,Married,39,5660,7867,100,80000,120000
63,M,High School,Single,54,23355,8634,95,60000,80000
49,M,Uneducated,Married,31,20734,8888,103,80000,120000
43,F,Graduate,Married,37,2476,8785,111,40000,60000
55,M,Graduate,Single,36,34516,8765,105,120000,120000
46,F,High School,Unknown,37,7552,5537,63,0,40000
42,M,Unknown,Married,31,14630,8217,99,0,40000
43,M,Graduate,Single,35,6080,4866,56,40000,60000
51,M,High School,Single,38,28605,5524,67,80000,120000
49,M,Unknown,Unknown,39,2886,5481,58,80000,120000
51,F,Graduate,Single,32,34516,5418,65,0,0
31,F,Uneducated,Divorced,23,10850,13794,127,0,40000
43,M,Graduate,Divorced,32,24244,8074,84,80000,120000
59,M,Graduate,Single,46,17218,7971,97,60000,80000
41,F,Unknown,Married,21,14746,14771,127,0,0
53,M,College,Single,36,34516,8938,114,120000,120000
39,M,Uneducated,Single,36,34458,8271,94,80000,120000
57,M,Unknown,Single,49,34516,8596,102,120000,120000
60,M,High School,Divorced,53,9369,7699,101,40000,60000
51,M,High School,Unknown,44,22741,8438,100,80000,120000
46,F,Unknown,Single,39,9110,5290,69,40000,60000
45,M,Graduate,Married,31,34516,8773,105,60000,80000
41,M,Graduate,Married,29,17277,8838,97,60000,80000
56,M,High School,Unknown,49,34516,8766,78,120000,120000
39,F,Uneducated,Single,35,33565,8360,94,0,0
49,F,Graduate,Single,36,20176,8255,86,40000,60000
45,M,Graduate,Single,38,3751,9497,106,40000,60000
47,F,Unknown,Unknown,42,2519,8852,95,0,40000
50,M,Unknown,Married,43,13067,5468,71,40000,60000
45,F,High School,Married,37,3399,5529,78,40000,60000
45,M,High School,Married,33,11529,8135,97,40000,60000
40,F,Graduate,Divorced,31,8694,9523,105,0,40000
52,F,Graduate,Single,36,6616,9065,85,0,40000
51,M,Graduate,Married,45,11467,14373,97,40000,60000
44,M,Graduate,Unknown,37,15821,8927,103,80000,120000
56,F,Uneducated,Single,46,34516,8416,93,0,0
30,M,High School,Married,16,15795,13173,96,60000,80000
62,F,Graduate,Single,56,3109,5470,72,0,40000
47,F,Post-Graduate,Single,27,8837,8210,100,0,40000
42,F,Unknown,Married,37,6551,13363,99,0,40000
52,F,High School,Single,36,2540,9339,99,40000,60000
46,F,Uneducated,Divorced,34,8110,8033,94,0,0
54,F,Graduate,Single,47,6146,12956,97,0,0
58,M,Unknown,Single,48,2236,2562,38,60000,80000
34,M,Unknown,Single,22,3711,3922,51,80000,120000
43,F,Uneducated,Married,30,2082,3423,48,0,40000
49,M,Graduate,Married,29,9959,15139,90,80000,120000
55,M,Unknown,Single,48,18980,8295,113,60000,80000
47,F,Graduate,Married,29,15472,14132,103,40000,60000
50,F,Unknown,Single,42,21498,13015,104,0,0
41,F,High School,Single,36,2667,4399,54,40000,60000
44,F,Graduate,Single,31,4291,15511,101,0,40000
39,M,College,Married,26,3879,7786,81,60000,80000
43,M,Graduate,Unknown,28,12773,14833,114,60000,80000
32,M,High School,Single,36,6224,13630,124,60000,80000
40,M,Unknown,Single,34,9594,14213,100,60000,80000
49,M,Unknown,Married,44,12518,14276,96,0,40000
56,F,College,Single,48,2783,3967,42,0,40000
60,F,Graduate,Married,55,3773,14264,118,0,40000
41,F,High School,Married,36,19281,15423,110,40000,60000
43,F,Graduate,Married,33,14806,4804,57,0,40000
32,M,Graduate,Divorced,36,7473,13400,104,40000,60000
47,F,High School,Single,41,3108,14965,127,0,40000
46,M,Graduate,Divorced,33,34516,12871,104,80000,120000
41,M,Graduate,Single,37,27742,8646,85,120000,120000
51,F,Uneducated,Single,41,14563,6408,70,0,40000
58,M,Uneducated,Single,46,10286,8199,59,80000,120000
48,F,Graduate,Divorced,43,7791,13945,107,0,0
53,F,Uneducated,Married,47,3733,15200,118,0,40000
52,M,Graduate,Single,44,34516,11603,109,80000,120000
45,F,High School,Single,36,14416,13820,99,0,40000
41,M,Uneducated,Married,36,34516,5603,56,120000,120000
37,F,Graduate,Divorced,32,12033,12603,106,0,40000
44,M,High School,Single,29,34516,12478,97,60000,80000
49,F,Unknown,Married,41,3243,6059,71,0,40000
32,F,Unknown,Married,20,9761,14334,97,0,40000
36,F,Graduate,Married,30,5723,12403,120,0,40000
47,F,Graduate,Divorced,41,9947,14576,110,0,40000
49,M,Uneducated,Married,38,3599,13324,110,60000,80000
58,M,Doctorate,Married,48,12648,14465,125,120000,120000
45,M,Uneducated,Married,28,4572,3555,42,40000,60000
53,F,Unknown,Married,42,4021,14567,120,0,40000
45,M,High School,Married,25,25601,12896,100,80000,120000
44,M,Uneducated,Unknown,36,25428,13360,97,80000,120000
54,M,Post-Graduate,Single,44,4216,13787,121,40000,60000
38,F,High School,Married,27,3140,13677,122,40000,60000
46,M,Doctorate,Married,31,21161,13119,104,60000,80000
41,F,Uneducated,Married,32,5877,15106,91,0,0
48,F,Doctorate,Married,36,9074,14084,110,40000,60000
53,M,High School,Single,49,4142,15078,117,60000,80000
39,M,Graduate,Married,29,3152,13670,117,40000,60000
48,F,Graduate,Single,37,15987,7681,71,0,40000
41,M,Graduate,Single,36,8919,13719,96,40000,60000
54,F,Uneducated,Married,42,24927,14603,113,0,0
49,M,High School,Divorced,36,3308,15019,101,40000,60000
61,M,Graduate,Unknown,53,6157,4041,65,60000,80000
41,M,Unknown,Married,35,33889,14954,112,60000,80000
52,M,Uneducated,Unknown,42,33552,14490,98,120000,120000
44,M,Unknown,Single,39,34516,14242,107,120000,120000
33,F,Unknown,Single,36,19594,12429,111,40000,60000
37,M,Graduate,Single,28,7349,13970,109,60000,80000
52,F,Graduate,Single,45,14803,14426,87,40000,60000
51,F,Uneducated,Married,46,3536,3281,39,0,40000
43,M,Uneducated,Divorced,36,19333,7847,63,80000,120000
54,F,High School,Married,44,11605,12592,117,0,40000
31,F,Uneducated,Divorced,22,3329,13109,114,0,40000
40,F,High School,Single,36,3961,12631,100,0,40000
49,F,Uneducated,Unknown,45,5975,13090,102,0,40000
60,M,Uneducated,Married,47,3735,8193,66,40000,60000
62,F,Uneducated,Single,36,5780,6613,40,0,40000
44,M,Graduate,Married,36,19141,15203,114,80000,120000
43,F,Graduate,Unknown,37,3461,13179,122,0,40000
56,M,High School,Married,43,29394,14901,92,80000,120000
35,M,High School,Single,26,24250,12593,99,80000,120000
40,F,Graduate,Married,32,16191,13452,107,40000,60000
52,M,High School,Divorced,42,7261,14533,108,60000,80000
29,M,High School,Single,36,4023,12510,96,40000,60000
52,M,High School,Single,39,3764,6574,69,60000,80000
49,F,Unknown,Married,36,3767,15578,126,0,40000
37,M,Graduate,Married,28,6407,9322,77,60000,80000
47,F,Unknown,Married,36,5822,3240,38,40000,60000
32,M,Uneducated,Single,36,33711,14880,134,60000,80000
44,F,Graduate,Married,34,31699,13653,113,0,0
47,M,College,Single,41,3429,14107,99,80000,120000
45,M,Graduate,Unknown,36,8858,14223,103,120000,120000
46,M,Graduate,Divorced,41,7064,13791,103,60000,80000
